Run,analyte_type,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,biospecimen_repository,biospecimen_repository_sample_id,body_site,Bytes,Center Name,Consent_Code,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gap_accession,Instrument,is_tumor,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,study_design,study_name,submitted_subject_id,sex,AssemblyName,histological_type,molecular_data_type,alignment_software (exp),AvgReadLength (run),coverage (run),lsid (exp),lsid (run),project (exp),project (run),run_barcode (run),run_name (run),work_request (exp),work_request (run),flowcell_barcode (run),gssr_id (exp),gssr_id (run),material_type (exp),read_group_id (run),research_project (exp),research_project (run),root_sample_id (exp),root_sample_id (run),sample_id (exp),Sample_ID (run),analysis_type (exp),analysis_type (run),instrument_name (run),lane (run),library_type (exp),library_type (run),sample_type (exp),product_order (exp),product_order (run),data_type (exp),data_type (run),product_part_number (exp),product_part_number (run),sample_barcode (exp),sample_barcode (run),is_technical_control,target_set (exp),primary_disease (exp),secondary_accessions (run),Alignment_Provider (run)
SRR1322249,RNA:Total RNA,RNA-Seq,152,6458865320,PRJNA75899,SAMN02789613,GTEx,GTEX-11EQ9-1826-SM-5Q5AJ,Breast - Mammary Tissue,2857349327,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX563895,phs000424,Illumina HiSeq 2000,No,Solexa-232412,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-03T00:00:00Z,GTEX-11EQ9-1826-SM-5Q5AJ,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-11EQ9,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5Q5AJ,broadinstitute.org:bsp.prod.sample:5Q5AJ,G63891,G63891,H7GDNADXX140325,140325_SL-HDJ_0347_BFCH7GDNADXX,40181,40181,H7GDNADXX,512733.0,512733.0,RNA:Total RNA,H7GDN.1,RP-16,RP-16,SM-4FDJD,SM-4FDJD,SM-5Q5AJ,SM-5Q5AJ,Resequencing,Resequencing,SL-HDJ,1,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-3077,PDO-3077,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1323829,RNA:Total RNA,RNA-Seq,152,5968517880,PRJNA75899,SAMN02790063,GTEx,GTEX-11PRG-0826-SM-5EQ6A,Breast - Mammary Tissue,2785449456,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX564492,phs000424,Illumina HiSeq 2000,No,Solexa-216232,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-03T00:00:00Z,GTEX-11PRG-0826-SM-5EQ6A,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-11PRG,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5EQ6A,broadinstitute.org:bsp.prod.sample:5EQ6A,G58561,G58561,H7B49ADXX140207,140207_SL-HDE_0333_AFCH7B49ADXX,39961,39961,H7B49ADXX,479936.0,479936.0,RNA:Total RNA,H7B49.1,RP-16,RP-16,SM-4IUUW,SM-4IUUW,SM-5EQ6A,SM-5EQ6A,Resequencing,Resequencing,SL-HDE,1,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-2832,PDO-2832,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1324206,RNA:Total RNA,RNA-Seq,152,5611042608,PRJNA75899,SAMN02787662,GTEx,GTEX-XQ8I-2426-SM-4WAXY,Breast - Mammary Tissue,2638592214,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX564640,phs000424,Illumina HiSeq 2000,No,Solexa-189199,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-03T00:00:00Z,GTEX-XQ8I-2426-SM-4WAXY,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-XQ8I,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:4WAXY,broadinstitute.org:bsp.prod.sample:4WAXY,G48585,G48585,H79M1ADXX131013,131013_SL-HCB_0372_AFCH79M1ADXX,38367,38367,H79M1ADXX,407820.0,407820.0,RNA:Total RNA,H79M1.2,RP-16,RP-16,SM-3MZP5,SM-3MZP5,SM-4WAXY,SM-4WAXY,Resequencing,Resequencing,SL-HCB,2,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-2170,PDO-2170,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1327896,RNA:Total RNA,RNA-Seq,152,6507701248,PRJNA75899,SAMN02789344,GTEx,GTEX-133LE-1726-SM-5K7VQ,Breast - Mammary Tissue,3525660999,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX566657,phs000424,Illumina HiSeq 2000,No,Solexa-227169,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-03T00:00:00Z,GTEX-133LE-1726-SM-5K7VQ,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-133LE,female,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5K7VQ,broadinstitute.org:bsp.prod.sample:5K7VQ,G60469,G60469,H7G79ADXX140303,140303_SL-HBV_0338_BFCH7G79ADXX,40032,40032,H7G79ADXX,501611.0,501611.0,RNA:Total RNA,H7G79.1,RP-16,RP-16,SM-4UKAQ,SM-4UKAQ,SM-5K7VQ,SM-5K7VQ,Resequencing,Resequencing,SL-HBV,1,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-2911,PDO-2911,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1328577,RNA:Total RNA,RNA-Seq,152,4890813560,PRJNA75899,SAMN02789606,GTEx,GTEX-ZF29-1926-SM-5S2P1,Breast - Mammary Tissue,2102586301,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX567045,phs000424,Illumina HiSeq 2000,No,Solexa-233189,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-03T00:00:00Z,GTEX-ZF29-1926-SM-5S2P1,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-ZF29,female,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5S2P1,broadinstitute.org:bsp.prod.sample:5S2P1,G65091,G65091,H7GKHADXX140330,140330_SL-HDF_0417_BFCH7GKHADXX,40209,40209,H7GKHADXX,517660.0,517660.0,RNA:Total RNA,H7GKH.1,RP-16,RP-16,SM-41TKL,SM-41TKL,SM-5S2P1,SM-5S2P1,Resequencing,Resequencing,SL-HDF,1,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-3103,PDO-3103,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1328941,RNA:Total RNA,RNA-Seq,152,4572866496,PRJNA75899,SAMN02792806,GTEx,GTEX-13O3Q-2226-SM-5KM4O,Breast - Mammary Tissue,2270979020,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX567220,phs000424,Illumina HiSeq 2000,No,Solexa-228640,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-03T00:00:00Z,GTEX-13O3Q-2226-SM-5KM4O,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-13O3Q,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5KM4O,broadinstitute.org:bsp.prod.sample:5KM4O,G60760,G60760,C37RMACXX140313,140313_SL-HAX_0346_AFCC37RMACXX,40035,40035,C37RMACXX,502958.0,502958.0,RNA:Total RNA,C37RM.8,RP-16,RP-16,SM-4YLUY,SM-4YLUY,SM-5KM4O,SM-5KM4O,Resequencing,Resequencing,SL-HAX,8,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-2914,PDO-2914,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1368050,RNA:Total RNA,RNA-Seq,152,5331120624,PRJNA75899,SAMN02791074,GTEx,GTEX-ZDTT-2126-SM-5S2OJ,Breast - Mammary Tissue,2298432737,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX584007,phs000424,Illumina HiSeq 2000,No,Solexa-233172,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-10T00:00:00Z,GTEX-ZDTT-2126-SM-5S2OJ,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-ZDTT,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5S2OJ,broadinstitute.org:bsp.prod.sample:5S2OJ,G65068,G65068,H7GKHADXX140330,140330_SL-HDF_0417_BFCH7GKHADXX,40209,40209,H7GKHADXX,517643.0,517643.0,RNA:Total RNA,H7GKH.2,RP-16,RP-16,SM-3YU3D,SM-3YU3D,SM-5S2OJ,SM-5S2OJ,Resequencing,Resequencing,SL-HDF,2,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-3103,PDO-3103,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1369088,RNA:Total RNA,RNA-Seq,152,5123709024,PRJNA75899,SAMN02788512,GTEx,GTEX-139TU-0626-SM-5KM3X,Breast - Mammary Tissue,2539496374,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX584366,phs000424,Illumina HiSeq 2000,No,Solexa-228614,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-10T00:00:00Z,GTEX-139TU-0626-SM-5KM3X,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-139TU,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5KM3X,broadinstitute.org:bsp.prod.sample:5KM3X,G60744,G60744,H7HDEADXX140307,140307_SL-HDJ_0327_AFCH7HDEADXX,40035,40035,H7HDEADXX,502932.0,502932.0,RNA:Total RNA,H7HDE.1,RP-16,RP-16,SM-4VJ86,SM-4VJ86,SM-5KM3X,SM-5KM3X,Resequencing,Resequencing,SL-HDJ,1,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-2914,PDO-2914,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1369584,RNA:Total RNA,RNA-Seq,152,5191390216,PRJNA75899,SAMN02793379,GTEx,GTEX-14ABY-2126-SM-5QGQZ,Breast - Mammary Tissue,2265893116,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX584527,phs000424,Illumina HiSeq 2000,No,Solexa-232804,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-10T00:00:00Z,GTEX-14ABY-2126-SM-5QGQZ,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-14ABY,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5QGQZ,broadinstitute.org:bsp.prod.sample:5QGQZ,G64286,G64286,H7GFRADXX140328,140328_SL-HDB_0475_AFCH7GFRADXX,40183,40183,H7GFRADXX,513797.0,513797.0,RNA:Total RNA,H7GFR.1,RP-16,RP-16,SM-57NOU,SM-57NOU,SM-5QGQZ,SM-5QGQZ,Resequencing,Resequencing,SL-HDB,1,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-3079,PDO-3079,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
SRR1370308,RNA:Total RNA,RNA-Seq,152,6047835736,PRJNA75899,SAMN02793054,GTEx,GTEX-12KS4-0126-SM-5Q5A5,Breast - Mammary Tissue,2670397531,BI,1,GRU,sra,"gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX585229,phs000424,Illumina HiSeq 2000,No,Solexa-232398,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-10T00:00:00Z,GTEX-12KS4-0126-SM-5Q5A5,SRP012682,Cross-Sectional,Genotype-Tissue Expression (GTEx),GTEX-12KS4,male,GCF_000001405.25,Breast,"Allele-Specific Expression,RNA Seq (NGS)",,,,broadinstitute.org:bsp.prod.sample:5Q5A5,broadinstitute.org:bsp.prod.sample:5Q5A5,G63887,G63887,H7FHRADXX140324,140324_SL-HDF_0407_BFCH7FHRADXX,40181,40181,H7FHRADXX,512719.0,512719.0,RNA:Total RNA,H7FHR.2,RP-16,RP-16,SM-4OWCG,SM-4OWCG,SM-5Q5A5,SM-5Q5A5,Resequencing,Resequencing,SL-HDF,2,cDNAShotgunStrandAgnostic,cDNAShotgunStrandAgnostic,Normal,PDO-3077,PDO-3077,RNA,RNA,P-RNA-0002,P-RNA-0002,,,,,,,
